代码	名称	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
002431	棕榈股份	20201126	20100610	         14.87	--  	--  	169.15	45.99	          1.81	71.74	115.06	4.01	0.83	109.02	5.33	4.25	23.79	0.01	23.39	36.75	30.50	0.20	0.91	0.22	0.31	0.49	-1.41	5.44	-2.28	-6.84	66000.00	         14586	4.83万	126.26	80.59	          1.07	-21.62	1.34	0.00	0.030㈢	          3.09	0.00	          1.57	          0.37	         -0.15	         27.19	   1.06㈢	         17.02	          0.55	          1.32	0.86	1269	002431	--  	--  	--  	
002432	九安医疗	20201029	20100610	          4.33	--  	--  	26.60	20.26	          0.13	23.35	17.51	1.99	1.10	4.10	9.57	3.11	1.36	--  	13.06	16.07	6.73	4.03	3.01	4.02	4.35	3.63	3.60	2.59	4.10	5.50	70938.00	          4302	4.05万	556.03	213.72	          2.01	9.93	2.53	0.00	0.839㈢	          4.68	0.00	          3.02	          0.60	          0.95	         76.18	  17.92㈢	         58.16	         25.09	         22.59	0.94	1230	002432	--  	--  	--  	
002433	太安堂	20201028	20100618	          7.67	--  	--  	89.58	52.58	          1.75	39.35	44.20	22.78	2.54	33.98	1.89	31.17	6.17	--  	29.35	25.24	18.33	0.71	0.27	0.66	0.49	0.41	0.04	14.54	-2.19	-1.03	48195.00	         10226	4.39万	-48.32	-8.46	          0.63	-15.05	1.30	0.35	0.050㈢	          6.86	0.00	          3.83	          1.90	         -0.28	         58.69	   0.77㈢	         27.36	          2.80	          1.61	0.16	2130	002433	--  	--  	--  	
002434	万里扬	20201209	20100618	         13.40	--  	--  	117.39	65.43	          0.40	43.92	54.45	24.20	4.72	49.45	9.46	9.19	18.33	0.37	30.36	41.38	32.28	5.80	-0.05	5.79	5.07	5.09	3.85	21.50	5.96	-1.09	25543.00	         21170	18.86万	46.30	25.77	          1.82	20.03	2.89	1.10	0.390㈢	          4.88	0.00	          2.27	          1.60	          0.44	         55.74	   7.78㈢	         22.00	         14.03	         12.31	2.16	3856	002434	--  	--  	--  	
002435	长江健康	20201030	20100618	         12.36	--  	--  	76.01	51.79	          0.30	31.46	37.98	9.39	3.16	17.60	11.17	7.87	4.91	0.11	33.41	31.50	13.15	3.38	0.14	3.22	2.71	2.72	1.71	5.23	-0.22	-5.13	19207.00	         20518	8.04万	7.12	-16.73	          0.94	-216.07	1.54	0.00	0.220㈢	          4.19	0.00	          2.70	          0.42	         -0.02	         68.14	   5.25㈢	         58.25	         10.72	          8.64	0.56	3017	002435	--  	--  	--  	
002436	兴森科技	20201029	20100618	         14.88	--  	--  	61.46	31.59	          2.94	43.82	30.63	16.75	1.16	18.38	11.63	3.68	11.48	--  	0.49	30.08	20.62	5.36	2.43	5.34	4.80	4.57	2.22	14.86	3.30	6.34	154510.00	          7288	7.56万	98.11	9.35	          4.88	46.75	5.13	0.77	0.310㈢	          2.12	0.00	          0.03	          1.00	          0.22	         51.40	  14.48㈢	         31.47	         17.81	         15.20	1.74	5494	002436	--  	--  	--  	
002437	誉衡药业	20201112	20100623	         21.98	--  	--  	50.73	20.82	          0.57	57.84	21.86	14.32	3.85	28.86	10.64	5.10	3.58	--  	4.20	22.15	5.99	8.27	7.93	8.15	6.66	6.58	-0.65	-6.16	-0.42	-4.54	101700.00	         12686	3.73万	111.94	-44.32	          3.10	-154.21	2.92	0.00	0.299㈢	          0.95	0.00	          0.19	         -0.28	         -0.02	         41.03	  31.60㈢	         72.97	         37.34	         29.70	0.64	7375	002437	--  	--  	--  	
002438	江苏神通	20201111	20100623	          4.86	--  	--  	34.69	21.08	--  	39.25	23.74	5.46	1.16	13.08	1.80	7.58	7.70	--  	8.14	11.36	7.45	1.87	0.09	1.87	1.62	1.62	1.44	7.46	0.30	-0.74	16763.00	         17363	18.77万	23.44	6.09	          2.49	174.37	4.62	0.46	0.330㈢	          4.34	0.00	          1.68	          1.54	          0.06	         60.75	   7.67㈢	         34.41	         16.45	         14.23	0.51	1396	002438	--  	--  	--  	
002439	启明星辰	20201028	20100623	          9.34	--  	--  	67.11	52.65	          0.03	21.50	47.49	2.82	1.50	13.62	8.95	3.04	16.34	0.07	19.26	14.43	4.26	0.27	0.30	0.27	0.66	0.69	0.28	24.44	0.69	-7.30	59680.00	         10917	31.29万	-29.06	-8.83	          5.08	388.86	18.54	0.09	0.080㈢	          5.64	0.00	          2.06	          2.62	          0.07	         78.45	   1.31㈢	         70.45	          1.88	          4.77	4.91	4609	002439	--  	--  	--  	
002440	闰土股份	20201130	20100706	         11.51	--  	--  	109.00	89.34	          2.02	16.19	63.40	35.00	3.35	15.99	22.98	10.95	12.82	--  	11.39	36.54	26.46	6.69	0.61	6.85	5.39	5.57	3.69	59.80	15.32	11.79	47320.00	         13381	13.02万	-48.33	-28.46	          1.25	7.31	3.06	3.60	0.480㈢	          7.77	0.00	          0.99	          5.20	          1.33	         81.96	   6.23㈢	         27.60	         18.31	         15.24	1.23	5503	002440	--  	--  	--  	
002441	众业达	20201111	20100706	          5.45	--  	--  	65.82	39.86	          0.93	38.03	53.99	6.31	0.86	24.88	7.45	13.68	21.02	--  	18.79	76.42	68.14	3.47	0.03	3.48	2.78	2.63	2.61	14.28	4.08	2.42	34174.00	          6769	5.53万	21.78	6.53	          1.12	10.92	0.58	2.69	0.480㈢	          7.32	0.00	          3.45	          2.62	          0.75	         60.56	   6.60㈢	         10.83	          4.53	          3.44	0.20	3086	002441	--  	--  	--  	
002442	龙星化工	20201028	20100706	          4.80	--  	--  	24.22	12.58	--  	48.04	12.63	9.94	0.98	11.43	2.34	2.87	5.06	--  	4.12	15.83	13.33	0.28	0.00	0.27	0.21	0.21	0.19	3.17	-1.45	0.03	30242.00	          9131	4.45万	-12.00	-26.15	          1.86	-16.14	1.48	0.00	0.044㈢	          2.62	0.00	          0.86	          0.66	         -0.30	         51.96	   1.68㈢	         15.77	          1.79	          1.33	0.10	1462	002442	--  	--  	--  	
002443	金洲管道	20201023	20100706	          5.21	--  	--  	38.37	27.53	          1.78	23.63	27.46	7.67	1.52	7.45	4.09	10.38	6.76	2.12	7.74	34.66	28.57	5.73	0.02	5.72	4.86	4.70	2.26	13.32	2.12	0.79	39806.00	         10253	7.02万	191.95	-4.69	          1.30	16.85	1.03	4.38	0.900㈢	          5.29	0.00	          1.49	          2.56	          0.41	         71.74	  17.07㈢	         17.57	         16.53	         13.56	0.95	1936	002443	--  	--  	--  	
